version,pattern,thread,n_rows,n_cols,time_elapsed
histo_atomic, uni, 16,30000,300,2.388262e-01
histo_atomic, uni, 16,300,30000,2.399515e-01
histo_atomic, pat1, 16, 3000,3000,2.259502e-01
histo_atomic, pat1, 16,30000,300,2.119537e-01
histo_atomic, pat1, 16,300,30000,1.982213e-01
histo_atomic, pat2, 16, 3000,3000,2.318369e-01
histo_atomic, pat2, 16,30000,300,1.983195e-01
histo_atomic, pat2, 16,300,30000,2.204810e-01
histo_atomic, random, 16, 3000,3000,1.670812e-01
histo_atomic, random, 16,30000,300,1.730701e-01
histo_atomic, random, 16,300,30000,1.621482e-01
histo_atomic, areas, 1, 5000,5000,2.359104e-01
histo_atomic, areas, 1,50000,500,2.551222e-01
histo_atomic, areas, 1,500,50000,2.226945e-01
histo_atomic, plasma, 1, 5000,5000,2.278106e-01
histo_atomic, plasma, 1,50000,500,2.284599e-01
histo_atomic, plasma, 1,500,50000,2.423280e-01
histo_atomic, gradient, 1, 5000,5000,2.566920e-01
histo_atomic, gradient, 1,50000,500,1.918928e-01
histo_atomic, gradient, 1,500,50000,2.616744e-01
histo_atomic, uni, 1, 5000,5000,2.608125e-01
histo_atomic, uni, 1,50000,500,2.284020e-01
histo_atomic, uni, 1,500,50000,2.629572e-01
histo_atomic, pat1, 1, 5000,5000,2.618762e-01
histo_atomic, pat1, 1,50000,500,2.558972e-01
histo_atomic, pat1, 1,500,50000,2.544787e-01
histo_atomic, pat2, 1, 5000,5000,2.412986e-01
histo_atomic, pat2, 1,50000,500,2.177529e-01
histo_atomic, pat2, 1,500,50000,2.378229e-01
histo_atomic, random, 1, 5000,5000,2.279082e-01
histo_atomic, random, 1,50000,500,2.036857e-01
histo_atomic, random, 1,500,50000,2.282129e-01
histo_atomic, areas, 2, 5000,5000,4.576006e-01
histo_atomic, areas, 2,50000,500,4.739316e-01
histo_atomic, areas, 2,500,50000,4.715712e-01
histo_atomic, plasma, 2, 5000,5000,2.306944e-01
histo_atomic, plasma, 2,50000,500,3.349769e-01
histo_atomic, plasma, 2,500,50000,1.792116e-01
histo_atomic, gradient, 2, 5000,5000,1.452056e-01
histo_atomic, gradient, 2,50000,500,1.505972e-01
histo_atomic, gradient, 2,500,50000,2.281232e-01
histo_atomic, uni, 2, 5000,5000,4.563915e-01
histo_atomic, uni, 2,50000,500,4.657794e-01
histo_atomic, uni, 2,500,50000,4.582299e-01
histo_atomic, pat1, 2, 5000,5000,4.339131e-01
histo_atomic, pat1, 2,50000,500,3.418808e-01
histo_atomic, pat1, 2,500,50000,3.970247e-01
histo_atomic, pat2, 2, 5000,5000,4.483372e-01
histo_atomic, pat2, 2,50000,500,3.309780e-01
histo_atomic, pat2, 2,500,50000,4.197138e-01
histo_atomic, random, 2, 5000,5000,8.001149e-01
histo_atomic, random, 2,50000,500,7.902736e-01
histo_atomic, random, 2,500,50000,7.879998e-01
histo_atomic, areas, 4, 5000,5000,3.705028e-01
histo_atomic, areas, 4,50000,500,3.865929e-01
histo_atomic, areas, 4,500,50000,4.079198e-01
histo_atomic, plasma, 4, 5000,5000,2.009381e-01
histo_atomic, plasma, 4,50000,500,3.264655e-01
histo_atomic, plasma, 4,500,50000,1.668445e-01
histo_atomic, gradient, 4, 5000,5000,1.282895e-01
histo_atomic, gradient, 4,50000,500,9.325275e-02
histo_atomic, gradient, 4,500,50000,2.849330e-01
histo_atomic, uni, 4, 5000,5000,5.846227e-01
histo_atomic, uni, 4,50000,500,5.772803e-01
histo_atomic, uni, 4,500,50000,5.905881e-01
histo_atomic, pat1, 4, 5000,5000,5.296441e-01
histo_atomic, pat1, 4,50000,500,4.730012e-01
histo_atomic, pat1, 4,500,50000,4.791238e-01
histo_atomic, pat2, 4, 5000,5000,5.566832e-01
histo_atomic, pat2, 4,50000,500,4.369793e-01
histo_atomic, pat2, 4,500,50000,4.242785e-01
histo_atomic, random, 4, 5000,5000,6.051874e-01
histo_atomic, random, 4,50000,500,6.124248e-01
histo_atomic, random, 4,500,50000,6.145947e-01
histo_atomic, areas, 8, 5000,5000,3.785777e-01
histo_atomic, areas, 8,50000,500,3.812536e-01
histo_atomic, areas, 8,500,50000,3.705598e-01
histo_atomic, plasma, 8, 5000,5000,1.702933e-01
histo_atomic, plasma, 8,50000,500,3.129880e-01
histo_atomic, plasma, 8,500,50000,1.435948e-01
histo_atomic, gradient, 8, 5000,5000,1.591852e-01
histo_atomic, gradient, 8,50000,500,1.028978e-01
histo_atomic, gradient, 8,500,50000,3.269075e-01
histo_atomic, uni, 8, 5000,5000,5.673464e-01
histo_atomic, uni, 8,50000,500,5.755272e-01
histo_atomic, uni, 8,500,50000,5.762239e-01
histo_atomic, pat1, 8, 5000,5000,5.611818e-01
histo_atomic, pat1, 8,50000,500,5.068221e-01
histo_atomic, pat1, 8,500,50000,5.103789e-01
histo_atomic, pat2, 8, 5000,5000,5.363161e-01
histo_atomic, pat2, 8,50000,500,4.658284e-01
histo_atomic, pat2, 8,500,50000,5.335748e-01
histo_atomic, random, 8, 5000,5000,4.591035e-01
histo_atomic, random, 8,50000,500,5.051650e-01
histo_atomic, random, 8,500,50000,5.047431e-01
histo_atomic, areas, 16, 5000,5000,3.357151e-01
histo_atomic, areas, 16,50000,500,3.222375e-01
histo_atomic, areas, 16,500,50000,3.392060e-01
histo_atomic, plasma, 16, 5000,5000,1.656701e-01
histo_atomic, plasma, 16,50000,500,2.443129e-01
histo_atomic, plasma, 16,500,50000,1.502398e-01
histo_atomic, gradient, 16, 5000,5000,1.427640e-01
histo_atomic, gradient, 16,50000,500,1.283952e-01
histo_atomic, gradient, 16,500,50000,3.512375e-01
histo_atomic, uni, 16, 5000,5000,5.977266e-01
histo_atomic, uni, 16,50000,500,6.098456e-01
histo_atomic, uni, 16,500,50000,6.034105e-01
histo_atomic, pat1, 16, 5000,5000,5.746575e-01
histo_atomic, pat1, 16,50000,500,5.200356e-01
histo_atomic, pat1, 16,500,50000,5.317368e-01
histo_atomic, pat2, 16, 5000,5000,5.930078e-01
histo_atomic, pat2, 16,50000,500,4.807064e-01
histo_atomic, pat2, 16,500,50000,5.537056e-01
histo_atomic, random, 16, 5000,5000,4.253249e-01
histo_atomic, random, 16,50000,500,4.108326e-01
histo_atomic, random, 16,500,50000,4.325170e-01
histo_mutex, areas, 1, 1000,1000,4.254402e-02
histo_mutex, areas, 1,10000,100,4.390461e-02
histo_mutex, areas, 1,100,10000,4.413511e-02
histo_mutex, plasma, 1, 1000,1000,4.355880e-02
histo_mutex, plasma, 1,10000,100,4.374761e-02
histo_mutex, plasma, 1,100,10000,4.405215e-02
histo_mutex, gradient, 1, 1000,1000,4.327584e-02
histo_mutex, gradient, 1,10000,100,4.337379e-02
histo_mutex, gradient, 1,100,10000,4.448342e-02
histo_mutex, uni, 1, 1000,1000,4.382778e-02
histo_mutex, uni, 1,10000,100,4.374496e-02
histo_mutex, uni, 1,100,10000,4.472750e-02
histo_mutex, pat1, 1, 1000,1000,4.392599e-02
histo_mutex, pat1, 1,10000,100,4.503559e-02
histo_mutex, pat1, 1,100,10000,4.368403e-02
histo_mutex, pat2, 1, 1000,1000,4.459701e-02
histo_mutex, pat2, 1,10000,100,4.539852e-02
histo_mutex, pat2, 1,100,10000,4.295777e-02
histo_mutex, random, 1, 1000,1000,4.211078e-02
histo_mutex, random, 1,10000,100,4.280490e-02
histo_mutex, random, 1,100,10000,3.966448e-02
histo_mutex, areas, 2, 1000,1000,6.633315e-02
histo_mutex, areas, 2,10000,100,6.199023e-02
histo_mutex, areas, 2,100,10000,6.832073e-02
histo_mutex, plasma, 2, 1000,1000,4.004128e-02
histo_mutex, plasma, 2,10000,100,5.790343e-02
histo_mutex, plasma, 2,100,10000,4.061214e-02
histo_mutex, gradient, 2, 1000,1000,3.186436e-02
histo_mutex, gradient, 2,10000,100,2.347379e-02
histo_mutex, gradient, 2,100,10000,5.244716e-02
histo_mutex, uni, 2, 1000,1000,1.341765e-01
histo_mutex, uni, 2,10000,100,1.379446e-01
histo_mutex, uni, 2,100,10000,1.336313e-01
histo_mutex, pat1, 2, 1000,1000,1.304148e-01
histo_mutex, pat1, 2,10000,100,1.144598e-01
histo_mutex, pat1, 2,100,10000,1.068091e-01
histo_mutex, pat2, 2, 1000,1000,1.300445e-01
histo_mutex, pat2, 2,10000,100,1.058546e-01
histo_mutex, pat2, 2,100,10000,1.241371e-01
histo_mutex, random, 2, 1000,1000,1.181994e-01
histo_mutex, random, 2,10000,100,1.197895e-01
histo_mutex, random, 2,100,10000,1.190055e-01
histo_mutex, areas, 4, 1000,1000,6.733854e-02
histo_mutex, areas, 4,10000,100,6.676094e-02
histo_mutex, areas, 4,100,10000,6.841636e-02
histo_mutex, plasma, 4, 1000,1000,3.712587e-02
histo_mutex, plasma, 4,10000,100,4.780105e-02
histo_mutex, plasma, 4,100,10000,3.998751e-02
histo_mutex, gradient, 4, 1000,1000,3.261140e-02
histo_mutex, gradient, 4,10000,100,1.230735e-02
histo_mutex, gradient, 4,100,10000,1.240489e-01
histo_mutex, uni, 4, 1000,1000,2.221743e-01
histo_mutex, uni, 4,10000,100,2.040968e-01
histo_mutex, uni, 4,100,10000,2.268929e-01
histo_mutex, pat1, 4, 1000,1000,2.074230e-01
histo_mutex, pat1, 4,10000,100,1.796303e-01
histo_mutex, pat1, 4,100,10000,1.874451e-01
histo_mutex, pat2, 4, 1000,1000,2.267468e-01
histo_mutex, pat2, 4,10000,100,1.723747e-01
histo_mutex, pat2, 4,100,10000,2.013591e-01
histo_mutex, random, 4, 1000,1000,9.778436e-02
histo_mutex, random, 4,10000,100,9.635801e-02
histo_mutex, random, 4,100,10000,9.591758e-02
histo_mutex, areas, 8, 1000,1000,6.785701e-02
histo_mutex, areas, 8,10000,100,7.268927e-02
histo_mutex, areas, 8,100,10000,6.984548e-02
histo_mutex, plasma, 8, 1000,1000,3.297757e-02
histo_mutex, plasma, 8,10000,100,4.792768e-02
histo_mutex, plasma, 8,100,10000,4.291388e-02
histo_mutex, gradient, 8, 1000,1000,3.033056e-02
histo_mutex, gradient, 8,10000,100,6.369190e-03
histo_mutex, gradient, 8,100,10000,1.147541e-01
histo_mutex, uni, 8, 1000,1000,1.915194e-01
histo_mutex, uni, 8,10000,100,1.983583e-01
histo_mutex, uni, 8,100,10000,1.950581e-01
histo_mutex, pat1, 8, 1000,1000,1.896270e-01
histo_mutex, pat1, 8,10000,100,1.842031e-01
histo_mutex, pat1, 8,100,10000,1.658545e-01
histo_mutex, pat2, 8, 1000,1000,1.863928e-01
histo_mutex, pat2, 8,10000,100,1.707806e-01
histo_mutex, pat2, 8,100,10000,1.840244e-01
histo_mutex, random, 8, 1000,1000,7.696205e-02
histo_mutex, random, 8,10000,100,8.013351e-02
histo_mutex, random, 8,100,10000,7.638028e-02
histo_mutex, areas, 16, 1000,1000,6.265714e-02
histo_mutex, areas, 16,10000,100,6.396139e-02
histo_mutex, areas, 16,100,10000,7.235381e-02
histo_mutex, plasma, 16, 1000,1000,3.360972e-02
histo_mutex, plasma, 16,10000,100,4.220028e-02
histo_mutex, plasma, 16,100,10000,4.077549e-02
histo_mutex, gradient, 16, 1000,1000,3.137751e-02
histo_mutex, gradient, 16,10000,100,2.655514e-02
histo_mutex, gradient, 16,100,10000,1.179481e-01
histo_mutex, uni, 16, 1000,1000,1.995721e-01
histo_mutex, uni, 16,10000,100,1.985660e-01
histo_mutex, uni, 16,100,10000,1.983952e-01
histo_mutex, pat1, 16, 1000,1000,1.795577e-01
histo_mutex, pat1, 16,10000,100,1.880682e-01
histo_mutex, pat1, 16,100,10000,1.672540e-01
histo_mutex, pat2, 16, 1000,1000,1.990618e-01
histo_mutex, pat2, 16,10000,100,1.591853e-01
histo_mutex, pat2, 16,100,10000,1.853648e-01
histo_mutex, random, 16, 1000,1000,6.487279e-02
histo_mutex, random, 16,10000,100,6.274666e-02
histo_mutex, random, 16,100,10000,6.555605e-02
histo_mutex, areas, 1, 3000,3000,2.529222e-01
histo_mutex, areas, 1,30000,300,2.534183e-01
histo_mutex, areas, 1,300,30000,2.492562e-01
histo_mutex, plasma, 1, 3000,3000,2.559852e-01
histo_mutex, plasma, 1,30000,300,2.537641e-01
histo_mutex, plasma, 1,300,30000,2.245862e-01
histo_mutex, gradient, 1, 3000,3000,2.588499e-01
histo_mutex, gradient, 1,30000,300,2.248190e-01
histo_mutex, gradient, 1,300,30000,2.570033e-01
histo_mutex, uni, 1, 3000,3000,2.323546e-01
histo_mutex, uni, 1,30000,300,2.569109e-01
histo_mutex, uni, 1,300,30000,2.565714e-01
histo_mutex, pat1, 1, 3000,3000,2.598198e-01
histo_mutex, pat1, 1,30000,300,2.602858e-01
histo_mutex, pat1, 1,300,30000,2.557704e-01
histo_mutex, pat2, 1, 3000,3000,2.268231e-01
histo_mutex, pat2, 1,30000,300,2.262913e-01
histo_mutex, pat2, 1,300,30000,2.382188e-01
histo_mutex, random, 1, 3000,3000,2.301457e-01
histo_mutex, random, 1,30000,300,2.500118e-01
histo_mutex, random, 1,300,30000,2.243893e-01
histo_mutex, areas, 2, 3000,3000,4.631261e-01
histo_mutex, areas, 2,30000,300,4.215827e-01
histo_mutex, areas, 2,300,30000,4.665879e-01
histo_mutex, plasma, 2, 3000,3000,2.220096e-01
histo_mutex, plasma, 2,30000,300,2.148897e-01
histo_mutex, plasma, 2,300,30000,1.549297e-01
histo_mutex, gradient, 2, 3000,3000,1.666831e-01
histo_mutex, gradient, 2,30000,300,1.483289e-01
histo_mutex, gradient, 2,300,30000,3.538857e-01
histo_mutex, uni, 2, 3000,3000,9.309908e-01
histo_mutex, uni, 2,30000,300,9.037325e-01
histo_mutex, uni, 2,300,30000,9.176707e-01
histo_mutex, pat1, 2, 3000,3000,7.847227e-01
histo_mutex, pat1, 2,30000,300,7.884925e-01
histo_mutex, pat1, 2,300,30000,7.571696e-01
histo_mutex, pat2, 2, 3000,3000,8.054915e-01
histo_mutex, pat2, 2,30000,300,5.507106e-01
histo_mutex, pat2, 2,300,30000,6.232541e-01
histo_mutex, random, 2, 3000,3000,8.466941e-01
histo_mutex, random, 2,30000,300,8.301537e-01
histo_mutex, random, 2,300,30000,8.379830e-01
histo_mutex, areas, 4, 3000,3000,4.668059e-01
histo_mutex, areas, 4,30000,300,4.506137e-01
histo_mutex, areas, 4,300,30000,4.588280e-01
histo_mutex, plasma, 4, 3000,3000,2.090837e-01
histo_mutex, plasma, 4,30000,300,2.391503e-01
histo_mutex, plasma, 4,300,30000,1.446308e-01
histo_mutex, gradient, 4, 3000,3000,1.779689e-01
histo_mutex, gradient, 4,30000,300,9.105471e-02
histo_mutex, gradient, 4,300,30000,8.315310e-01
histo_mutex, uni, 4, 3000,3000,1.521740e+00
histo_mutex, uni, 4,30000,300,1.623148e+00
histo_mutex, uni, 4,300,30000,1.556796e+00
histo_mutex, pat1, 4, 3000,3000,1.365652e+00
histo_mutex, pat1, 4,30000,300,1.160597e+00
histo_mutex, pat1, 4,300,30000,1.257551e+00
histo_mutex, pat2, 4, 3000,3000,1.304353e+00
histo_mutex, pat2, 4,30000,300,1.116747e+00
histo_mutex, pat2, 4,300,30000,1.370962e+00
histo_mutex, random, 4, 3000,3000,6.497250e-01
histo_mutex, random, 4,30000,300,6.943485e-01
histo_mutex, random, 4,300,30000,6.857275e-01
histo_mutex, areas, 8, 3000,3000,4.743702e-01
histo_mutex, areas, 8,30000,300,4.828591e-01
histo_mutex, areas, 8,300,30000,4.910122e-01
histo_mutex, plasma, 8, 3000,3000,2.043265e-01
histo_mutex, plasma, 8,30000,300,2.382599e-01
histo_mutex, plasma, 8,300,30000,1.597473e-01
histo_mutex, gradient, 8, 3000,3000,2.072295e-01
histo_mutex, gradient, 8,30000,300,5.015319e-02
histo_mutex, gradient, 8,300,30000,7.658344e-01
histo_mutex, uni, 8, 3000,3000,1.351958e+00
histo_mutex, uni, 8,30000,300,1.354106e+00
histo_mutex, uni, 8,300,30000,1.360745e+00
histo_mutex, pat1, 8, 3000,3000,1.310446e+00
histo_mutex, pat1, 8,30000,300,1.295904e+00
histo_mutex, pat1, 8,300,30000,1.156328e+00
histo_mutex, pat2, 8, 3000,3000,1.302630e+00
histo_mutex, pat2, 8,30000,300,1.189176e+00
histo_mutex, pat2, 8,300,30000,1.216436e+00
histo_mutex, random, 8, 3000,3000,5.651045e-01
histo_mutex, random, 8,30000,300,5.485167e-01
histo_mutex, random, 8,300,30000,4.824458e-01
histo_mutex, areas, 16, 3000,3000,4.848110e-01
histo_mutex, areas, 16,30000,300,4.978090e-01
histo_mutex, areas, 16,300,30000,4.441591e-01
histo_mutex, plasma, 16, 3000,3000,2.123218e-01
histo_mutex, plasma, 16,30000,300,2.435338e-01
histo_mutex, plasma, 16,300,30000,1.463536e-01
histo_mutex, gradient, 16, 3000,3000,2.072261e-01
histo_mutex, gradient, 16,30000,300,1.708455e-01
histo_mutex, gradient, 16,300,30000,7.674155e-01
histo_mutex, uni, 16, 3000,3000,1.417713e+00
histo_mutex, uni, 16,30000,300,1.413317e+00
histo_mutex, uni, 16,300,30000,1.441624e+00
histo_mutex, pat1, 16, 3000,3000,1.328665e+00
histo_mutex, pat1, 16,30000,300,1.273941e+00
histo_mutex, pat1, 16,300,30000,1.199984e+00
histo_mutex, pat2, 16, 3000,3000,1.375612e+00
histo_mutex, pat2, 16,30000,300,1.109533e+00
histo_mutex, pat2, 16,300,30000,1.270471e+00
histo_mutex, random, 16, 3000,3000,4.368766e-01
histo_mutex, random, 16,30000,300,4.457336e-01
histo_mutex, random, 16,300,30000,4.076649e-01
histo_mutex, areas, 1, 5000,5000,6.618150e-01
histo_mutex, areas, 1,50000,500,5.309209e-01
histo_mutex, areas, 1,500,50000,6.568635e-01
histo_mutex, plasma, 1, 5000,5000,6.650418e-01
histo_mutex, plasma, 1,50000,500,5.196053e-01
histo_mutex, plasma, 1,500,50000,5.287584e-01
histo_mutex, gradient, 1, 5000,5000,5.524949e-01
histo_mutex, gradient, 1,50000,500,5.416821e-01
histo_mutex, gradient, 1,500,50000,6.846571e-01
histo_mutex, uni, 1, 5000,5000,6.840598e-01
histo_mutex, uni, 1,50000,500,5.442856e-01
histo_mutex, uni, 1,500,50000,6.797369e-01
histo_mutex, pat1, 1, 5000,5000,6.768885e-01
histo_mutex, pat1, 1,50000,500,6.805504e-01
histo_mutex, pat1, 1,500,50000,6.801165e-01
histo_mutex, pat2, 1, 5000,5000,6.598762e-01
histo_mutex, pat2, 1,50000,500,5.460985e-01
histo_mutex, pat2, 1,500,50000,6.556890e-01
histo_mutex, random, 1, 5000,5000,6.260427e-01
histo_mutex, random, 1,50000,500,5.178131e-01
histo_mutex, random, 1,500,50000,6.297803e-01
histo_mutex, areas, 2, 5000,5000,1.059090e+00
histo_mutex, areas, 2,50000,500,9.886585e-01
histo_mutex, areas, 2,500,50000,1.037067e+00
histo_mutex, plasma, 2, 5000,5000,5.713521e-01
histo_mutex, plasma, 2,50000,500,8.695098e-01
histo_mutex, plasma, 2,500,50000,5.450108e-01
histo_mutex, gradient, 2, 5000,5000,3.860650e-01
histo_mutex, gradient, 2,50000,500,3.453203e-01
histo_mutex, gradient, 2,500,50000,8.373516e-01
histo_mutex, uni, 2, 5000,5000,1.924591e+00
histo_mutex, uni, 2,50000,500,2.077655e+00
histo_mutex, uni, 2,500,50000,2.023074e+00
histo_mutex, pat1, 2, 5000,5000,1.642577e+00
histo_mutex, pat1, 2,50000,500,1.829459e+00
histo_mutex, pat1, 2,500,50000,1.617175e+00
histo_mutex, pat2, 2, 5000,5000,1.849372e+00
histo_mutex, pat2, 2,50000,500,1.502297e+00
histo_mutex, pat2, 2,500,50000,1.568342e+00
histo_mutex, random, 2, 5000,5000,2.055433e+00
histo_mutex, random, 2,50000,500,2.078692e+00
histo_mutex, random, 2,500,50000,1.993484e+00
histo_mutex, areas, 4, 5000,5000,1.182383e+00
histo_mutex, areas, 4,50000,500,1.132246e+00
histo_mutex, areas, 4,500,50000,1.173709e+00
histo_mutex, plasma, 4, 5000,5000,6.055936e-01
histo_mutex, plasma, 4,50000,500,7.935204e-01
histo_mutex, plasma, 4,500,50000,5.070572e-01
histo_mutex, gradient, 4, 5000,5000,3.895139e-01
histo_mutex, gradient, 4,50000,500,1.988492e-01
histo_mutex, gradient, 4,500,50000,1.971357e+00
histo_mutex, uni, 4, 5000,5000,3.987607e+00
histo_mutex, uni, 4,50000,500,3.783731e+00
histo_mutex, uni, 4,500,50000,3.938464e+00
histo_mutex, pat1, 4, 5000,5000,3.566337e+00
histo_mutex, pat1, 4,50000,500,2.978410e+00
histo_mutex, pat1, 4,500,50000,3.462400e+00
histo_mutex, pat2, 4, 5000,5000,3.772641e+00
histo_mutex, pat2, 4,50000,500,2.781844e+00
histo_mutex, pat2, 4,500,50000,3.489969e+00
histo_mutex, random, 4, 5000,5000,1.651301e+00
histo_mutex, random, 4,50000,500,1.638028e+00
histo_mutex, random, 4,500,50000,1.637843e+00
histo_mutex, areas, 8, 5000,5000,1.254491e+00
histo_mutex, areas, 8,50000,500,1.186708e+00
histo_mutex, areas, 8,500,50000,1.112313e+00
histo_mutex, plasma, 8, 5000,5000,5.945252e-01
histo_mutex, plasma, 8,50000,500,6.831028e-01
histo_mutex, plasma, 8,500,50000,5.015540e-01
histo_mutex, gradient, 8, 5000,5000,5.081547e-01
histo_mutex, gradient, 8,50000,500,1.191473e-01
histo_mutex, gradient, 8,500,50000,1.958730e+00
histo_mutex, uni, 8, 5000,5000,3.404640e+00
histo_mutex, uni, 8,50000,500,3.467890e+00
histo_mutex, uni, 8,500,50000,3.435581e+00
histo_mutex, pat1, 8, 5000,5000,3.301508e+00
histo_mutex, pat1, 8,50000,500,3.367306e+00
histo_mutex, pat1, 8,500,50000,2.930693e+00
histo_mutex, pat2, 8, 5000,5000,3.492142e+00
histo_mutex, pat2, 8,50000,500,2.915697e+00
histo_mutex, pat2, 8,500,50000,3.177297e+00
histo_mutex, random, 8, 5000,5000,1.388129e+00
histo_mutex, random, 8,50000,500,1.392467e+00
histo_mutex, random, 8,500,50000,1.363795e+00
histo_mutex, areas, 16, 5000,5000,1.295595e+00
histo_mutex, areas, 16,50000,500,1.261643e+00
histo_mutex, areas, 16,500,50000,1.321325e+00
histo_mutex, plasma, 16, 5000,5000,6.079683e-01
histo_mutex, plasma, 16,50000,500,7.654323e-01
histo_mutex, plasma, 16,500,50000,4.637583e-01
histo_mutex, gradient, 16, 5000,5000,5.377817e-01
histo_mutex, gradient, 16,50000,500,4.883974e-01
histo_mutex, gradient, 16,500,50000,1.990269e+00
histo_mutex, uni, 16, 5000,5000,3.757809e+00
histo_mutex, uni, 16,50000,500,3.837680e+00
histo_mutex, uni, 16,500,50000,3.758914e+00
histo_mutex, pat1, 16, 5000,5000,3.542553e+00
histo_mutex, pat1, 16,50000,500,3.329821e+00
histo_mutex, pat1, 16,500,50000,3.161901e+00
histo_mutex, pat2, 16, 5000,5000,3.625068e+00
histo_mutex, pat2, 16,50000,500,2.990358e+00
histo_mutex, pat2, 16,500,50000,3.416206e+00
histo_mutex, random, 16, 5000,5000,1.030633e+00
histo_mutex, random, 16,50000,500,1.008678e+00
histo_mutex, random, 16,500,50000,1.097620e+00
histo_mutex, areas, 1, 1000,1000,4.252041e-02
histo_mutex, areas, 1,10000,100,4.247132e-02
histo_mutex, areas, 1,100,10000,4.303637e-02
histo_mutex, plasma, 1, 1000,1000,4.286309e-02
histo_mutex, plasma, 1,10000,100,4.297669e-02
histo_mutex, plasma, 1,100,10000,4.312189e-02
histo_mutex, gradient, 1, 1000,1000,4.430758e-02
histo_mutex, gradient, 1,10000,100,4.351248e-02
histo_mutex, gradient, 1,100,10000,4.378457e-02
histo_mutex, uni, 1, 1000,1000,3.073457e-02
histo_mutex, uni, 1,10000,100,4.529923e-02
histo_mutex, uni, 1,100,10000,4.392383e-02
histo_mutex, pat1, 1, 1000,1000,4.235088e-02
histo_mutex, pat1, 1,10000,100,4.419021e-02
histo_mutex, pat1, 1,100,10000,4.332074e-02
histo_mutex, pat2, 1, 1000,1000,4.370153e-02
histo_mutex, pat2, 1,10000,100,4.315023e-02
histo_mutex, pat2, 1,100,10000,4.371155e-02
histo_mutex, random, 1, 1000,1000,4.283101e-02
histo_mutex, random, 1,10000,100,4.210113e-02
histo_mutex, random, 1,100,10000,3.965796e-02
histo_mutex, areas, 2, 1000,1000,6.818777e-02
histo_mutex, areas, 2,10000,100,6.828042e-02
histo_mutex, areas, 2,100,10000,6.696612e-02
histo_mutex, plasma, 2, 1000,1000,4.082420e-02
histo_mutex, plasma, 2,10000,100,5.863217e-02
histo_mutex, plasma, 2,100,10000,3.297175e-02
histo_mutex, gradient, 2, 1000,1000,3.670215e-02
histo_mutex, gradient, 2,10000,100,2.330788e-02
histo_mutex, gradient, 2,100,10000,5.395001e-02
histo_mutex, uni, 2, 1000,1000,1.375329e-01
histo_mutex, uni, 2,10000,100,1.357892e-01
histo_mutex, uni, 2,100,10000,1.328619e-01
histo_mutex, pat1, 2, 1000,1000,1.265791e-01
histo_mutex, pat1, 2,10000,100,1.333124e-01
histo_mutex, pat1, 2,100,10000,1.083170e-01
histo_mutex, pat2, 2, 1000,1000,1.339183e-01
histo_mutex, pat2, 2,10000,100,1.150674e-01
histo_mutex, pat2, 2,100,10000,1.196600e-01
histo_mutex, random, 2, 1000,1000,1.197248e-01
histo_mutex, random, 2,10000,100,1.225874e-01
histo_mutex, random, 2,100,10000,1.200008e-01
histo_mutex, areas, 4, 1000,1000,6.797353e-02
histo_mutex, areas, 4,10000,100,6.629895e-02
histo_mutex, areas, 4,100,10000,6.740456e-02
histo_mutex, plasma, 4, 1000,1000,3.646527e-02
histo_mutex, plasma, 4,10000,100,4.931313e-02
histo_mutex, plasma, 4,100,10000,3.861678e-02
histo_mutex, gradient, 4, 1000,1000,3.058825e-02
histo_mutex, gradient, 4,10000,100,1.228377e-02
histo_mutex, gradient, 4,100,10000,1.347364e-01
histo_mutex, uni, 4, 1000,1000,2.297837e-01
histo_mutex, uni, 4,10000,100,2.326750e-01
histo_mutex, uni, 4,100,10000,2.261416e-01
histo_mutex, pat1, 4, 1000,1000,2.097706e-01
histo_mutex, pat1, 4,10000,100,1.909998e-01
histo_mutex, pat1, 4,100,10000,1.963099e-01
histo_mutex, pat2, 4, 1000,1000,2.181934e-01
histo_mutex, pat2, 4,10000,100,1.648606e-01
histo_mutex, pat2, 4,100,10000,2.025020e-01
histo_mutex, random, 4, 1000,1000,9.787239e-02
histo_mutex, random, 4,10000,100,9.724266e-02
histo_mutex, random, 4,100,10000,1.002282e-01
histo_mutex, areas, 8, 1000,1000,6.625901e-02
histo_mutex, areas, 8,10000,100,7.222470e-02
histo_mutex, areas, 8,100,10000,7.174656e-02
histo_mutex, plasma, 8, 1000,1000,3.402809e-02
histo_mutex, plasma, 8,10000,100,4.739054e-02
histo_mutex, plasma, 8,100,10000,4.124711e-02
histo_mutex, gradient, 8, 1000,1000,3.138920e-02
histo_mutex, gradient, 8,10000,100,6.401680e-03
histo_mutex, gradient, 8,100,10000,1.202866e-01
histo_mutex, uni, 8, 1000,1000,1.942881e-01
histo_mutex, uni, 8,10000,100,1.939330e-01
histo_mutex, uni, 8,100,10000,1.976308e-01
histo_mutex, pat1, 8, 1000,1000,1.897286e-01
histo_mutex, pat1, 8,10000,100,1.940681e-01
histo_mutex, pat1, 8,100,10000,1.696329e-01
histo_mutex, pat2, 8, 1000,1000,1.884976e-01
histo_mutex, pat2, 8,10000,100,1.747962e-01
histo_mutex, pat2, 8,100,10000,1.803321e-01
histo_mutex, random, 8, 1000,1000,8.075143e-02
histo_mutex, random, 8,10000,100,7.841491e-02
histo_mutex, random, 8,100,10000,7.992365e-02
